,movieId,title,genres
1528,1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1532,1584,Contact (1997),Drama|Sci-Fi
1534,1586,G.I. Jane (1997),Action|Drama
1535,1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
1536,1588,George of the Jungle (1997),Children|Comedy
1537,1589,Cop Land (1997),Action|Crime|Drama|Thriller
1538,1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
1539,1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1545,1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1555,1608,Air Force One (1997),Action|Thriller
1557,1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1561,1614,In & Out (1997),Comedy
1564,1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1565,1619,Seven Years in Tibet (1997),Adventure|Drama|War
1566,1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1571,1625,"Game, The (1997)",Drama|Mystery|Thriller
1580,1635,"Ice Storm, The (1997)",Drama
1582,1639,Chasing Amy (1997),Comedy|Drama|Romance
1584,1641,"Full Monty, The (1997)",Comedy|Drama
1587,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1588,1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
1596,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
1606,1663,Stripes (1981),Comedy|War
1616,1673,Boogie Nights (1997),Drama
1617,1674,Witness (1985),Drama|Romance|Thriller
1619,1676,Starship Troopers (1997),Action|Sci-Fi
1623,1680,Sliding Doors (1998),Drama|Romance
1625,1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1630,1687,"Jackal, The (1997)",Action|Thriller
1631,1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1633,1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1635,1693,Amistad (1997),Drama|Mystery
1643,1702,Flubber (1997),Children|Comedy|Fantasy
1645,1704,Good Will Hunting (1997),Drama|Romance
1652,1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1657,1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1661,1721,Titanic (1997),Drama|Romance
1662,1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1669,1729,Jackie Brown (1997),Crime|Drama|Thriller
1672,1732,"Big Lebowski, The (1998)",Comedy|Crime
1683,1747,Wag the Dog (1997),Comedy
1684,1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1707,1777,"Wedding Singer, The (1998)",Comedy|Romance
1708,1779,Sphere (1998),Sci-Fi|Thriller
1713,1784,As Good as It Gets (1997),Comedy|Drama|Romance
1719,1792,U.S. Marshals (1998),Action|Crime|Thriller
1727,1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1729,1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
1750,1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1754,1835,City of Angels (1998),Drama|Fantasy|Romance
1793,1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
1799,1882,Godzilla (1998),Action|Sci-Fi|Thriller
1800,1883,Bulworth (1998),Comedy|Drama|Romance
1801,1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1809,1892,"Perfect Murder, A (1998)",Thriller
1811,1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1824,1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1826,1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1828,1911,Dr. Dolittle (1998),Comedy
1829,1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1834,1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1835,1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1838,1921,Pi (1998),Drama|Sci-Fi|Thriller
1840,1923,There's Something About Mary (1998),Comedy|Romance
1862,1945,On the Waterfront (1954),Crime|Drama
1864,1947,West Side Story (1961),Drama|Musical|Romance
1869,1952,Midnight Cowboy (1969),Drama
1870,1953,"French Connection, The (1971)",Action|Crime|Thriller
1871,1954,Rocky (1976),Drama
1872,1955,Kramer vs. Kramer (1979),Drama
1874,1957,Chariots of Fire (1981),Drama
1875,1958,Terms of Endearment (1983),Comedy|Drama
1876,1959,Out of Africa (1985),Drama|Romance
1877,1960,"Last Emperor, The (1987)",Drama
1878,1961,Rain Man (1988),Drama
1879,1962,Driving Miss Daisy (1989),Drama
1882,1965,Repo Man (1984),Comedy|Sci-Fi
1884,1967,Labyrinth (1986),Adventure|Fantasy|Musical
1885,1968,"Breakfast Club, The (1985)",Comedy|Drama
1899,1982,Halloween (1978),Horror
1911,1994,Poltergeist (1982),Horror|Thriller
1914,1997,"Exorcist, The (1973)",Horror|Mystery
1917,2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1918,2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1919,2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1920,2003,Gremlins (1984),Comedy|Horror
1921,2004,Gremlins 2: The New Batch (1990),Comedy|Horror
1922,2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1923,2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1927,2010,Metropolis (1927),Drama|Sci-Fi
1928,2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1929,2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1930,2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1935,2018,Bambi (1942),Animation|Children|Drama
1936,2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1937,2020,Dangerous Liaisons (1988),Drama|Romance
1938,2021,Dune (1984),Adventure|Sci-Fi
1940,2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1945,2028,Saving Private Ryan (1998),Action|Drama|War
1963,2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1970,2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1971,2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1975,2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1981,2064,Roger & Me (1989),Documentary
1984,2067,Doctor Zhivago (1965),Drama|Romance|War
1993,2076,Blue Velvet (1986),Drama|Mystery|Thriller
1995,2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1997,2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1998,2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1999,2082,"Mighty Ducks, The (1992)",Children|Comedy
2002,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2004,2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
2011,2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2013,2096,Sleeping Beauty (1959),Animation|Children|Musical
2017,2100,Splash (1984),Comedy|Fantasy|Romance
2022,2105,Tron (1982),Action|Adventure|Sci-Fi
2025,2108,L.A. Story (1991),Comedy|Romance
2026,2109,"Jerk, The (1979)",Comedy
2032,2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2033,2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2041,2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
2042,2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2043,2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2050,2133,Adventures in Babysitting (1987),Adventure|Comedy
2051,2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2054,2137,Charlotte's Web (1973),Animation|Children
2056,2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2057,2140,"Dark Crystal, The (1982)",Adventure|Fantasy
2058,2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2061,2144,Sixteen Candles (1984),Comedy|Romance
2062,2145,Pretty in Pink (1986),Comedy|Drama|Romance
2067,2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2077,2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2078,2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2084,2167,Blade (1998),Action|Horror|Thriller
2091,2174,Beetlejuice (1988),Comedy|Fantasy
2103,2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2110,2193,Willow (1988),Action|Adventure|Fantasy
2111,2194,"Untouchables, The (1987)",Action|Crime|Drama
2147,2231,Rounders (1998),Drama
2148,2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2159,2243,Broadcast News (1987),Comedy|Drama|Romance
2161,2245,Working Girl (1988),Comedy|Drama|Romance
2164,2248,Say Anything... (1989),Comedy|Drama|Romance
2184,2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2189,2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2194,2278,Ronin (1998),Action|Crime|Thriller
2204,2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2205,2289,"Player, The (1992)",Comedy|Crime|Drama
2207,2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2210,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2213,2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2216,2300,"Producers, The (1968)",Comedy
2217,2301,History of the World: Part I (1981),Comedy|Musical
2218,2302,My Cousin Vinny (1992),Comedy
2229,2313,"Elephant Man, The (1980)",Drama
2234,2318,Happiness (1998),Comedy|Drama
2237,2321,Pleasantville (1998),Comedy|Drama|Fantasy
2240,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2245,2329,American History X (1998),Crime|Drama
2251,2335,"Waterboy, The (1998)",Comedy
2252,2336,Elizabeth (1998),Drama
2254,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2256,2340,Meet Joe Black (1998),Romance
2268,2352,"Big Chill, The (1983)",Comedy|Drama
2269,2353,Enemy of the State (1998),Action|Thriller
2271,2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2275,2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2282,2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2285,2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2287,2371,Fletch (1985),Comedy|Crime|Mystery
2294,2378,Police Academy (1984),Comedy|Crime
2300,2384,Babe: Pig in the City (1998),Adventure|Children|Drama
2307,2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
2309,2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2310,2394,"Prince of Egypt, The (1998)",Animation|Musical
2311,2395,Rushmore (1998),Comedy|Drama
2312,2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2314,2398,Miracle on 34th Street (1947),Comedy|Drama
2318,2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2319,2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2321,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2322,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2323,2407,Cocoon (1985),Comedy|Sci-Fi
2325,2409,Rocky II (1979),Action|Drama
2326,2410,Rocky III (1982),Action|Drama
2327,2411,Rocky IV (1985),Action|Drama
2329,2413,Clue (1985),Comedy|Crime|Mystery|Thriller
2336,2420,"Karate Kid, The (1984)",Drama
2337,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2339,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2340,2424,You've Got Mail (1998),Comedy|Romance
2343,2427,"Thin Red Line, The (1998)",Action|Drama|War
2344,2428,"Faculty, The (1998)",Horror|Sci-Fi
2347,2431,Patch Adams (1998),Comedy|Drama
2371,2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2383,2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2386,2470,Crocodile Dundee (1986),Adventure|Comedy
2387,2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
2394,2478,¡Three Amigos! (1986),Comedy|Western
2401,2485,She's All That (1999),Comedy|Romance
2406,2490,Payback (1999),Action|Thriller
2417,2501,October Sky (1999),Drama
2418,2502,Office Space (1999),Comedy|Crime
2444,2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2445,2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2455,2539,Analyze This (1999),Comedy
2457,2541,Cruel Intentions (1999),Drama
2458,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2487,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2488,2572,10 Things I Hate About You (1999),Comedy|Romance
2496,2580,Go (1999),Comedy|Crime
2497,2581,Never Been Kissed (1999),Comedy|Romance
2515,2599,Election (1999),Comedy
2516,2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2521,2605,Entrapment (1999),Crime|Thriller
2532,2616,Dick Tracy (1990),Action|Crime
2533,2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
2544,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
2556,2640,Superman (1978),Action|Adventure|Sci-Fi
2557,2641,Superman II (1980),Action|Sci-Fi
2558,2642,Superman III (1983),Action|Adventure|Sci-Fi
2572,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
2577,2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
2579,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
2586,2671,Notting Hill (1999),Comedy|Romance
2598,2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
2601,2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
2602,2687,Tarzan (1999),Adventure|Animation|Children|Drama
2603,2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2607,2692,Run Lola Run (Lola rennt) (1998),Action|Crime
2609,2694,Big Daddy (1999),Comedy
2614,2699,Arachnophobia (1990),Comedy|Horror
2615,2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
2616,2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
2621,2706,American Pie (1999),Comedy|Romance
2622,2707,Arlington Road (1999),Thriller
2625,2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
2627,2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2631,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
2632,2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
2634,2719,"Haunting, The (1999)",Horror|Thriller
2637,2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
2638,2723,Mystery Men (1999),Action|Comedy|Fantasy
2639,2724,Runaway Bride (1999),Comedy|Romance
2643,2728,Spartacus (1960),Action|Drama|Romance|War
2654,2739,"Color Purple, The (1985)",Drama
2661,2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
2676,2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
2677,2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
2678,2763,"Thomas Crown Affair, The (1999)",Action|Mystery
2685,2770,Bowfinger (1999),Comedy
2703,2788,Monty Python's And Now for Something Completely Different (1971),Comedy
2706,2791,Airplane! (1980),Comedy
2707,2792,Airplane II: The Sequel (1982),Comedy
2710,2795,National Lampoon's Vacation (1983),Comedy
2712,2797,Big (1988),Comedy|Drama|Fantasy|Romance
2718,2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2719,2804,"Christmas Story, A (1983)",Children|Comedy
2720,2805,Mickey Blue Eyes (1999),Comedy|Romance
2741,2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy
2755,2840,Stigmata (1999),Drama|Thriller
2756,2841,Stir of Echoes (1999),Horror|Mystery|Thriller
2772,2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical
2773,2858,American Beauty (1999),Drama|Romance
2786,2871,Deliverance (1972),Adventure|Drama|Thriller
2787,2872,Excalibur (1981),Adventure|Fantasy
2796,2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller
2805,2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War
2823,2908,Boys Don't Cry (1999),Drama
2830,2915,Risky Business (1983),Comedy
2831,2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2833,2918,Ferris Bueller's Day Off (1986),Comedy
2859,2944,"Dirty Dozen, The (1967)",Action|Drama|War
2862,2947,Goldfinger (1964),Action|Adventure|Thriller
2863,2948,From Russia with Love (1963),Action|Adventure|Thriller
2864,2949,Dr. No (1962),Action|Adventure|Thriller
2866,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western
2868,2953,Home Alone 2: Lost in New York (1992),Children|Comedy
2874,2959,Fight Club (1999),Action|Crime|Drama|Thriller
2883,2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2900,2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2901,2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2902,2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2906,2991,Live and Let Die (1973),Action|Adventure|Thriller
2908,2993,Thunderball (1965),Action|Adventure|Thriller
2912,2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2915,3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
2920,3005,"Bone Collector, The (1999)",Thriller
2921,3006,"Insider, The (1999)",Drama|Thriller
2935,3020,Falling Down (1993),Action|Drama
2947,3033,Spaceballs (1987),Comedy|Sci-Fi
2948,3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
2953,3039,Trading Places (1983),Comedy
2966,3052,Dogma (1999),Adventure|Comedy|Fantasy
2974,3060,"Commitments, The (1991)",Comedy|Drama|Musical
2986,3072,Moonstruck (1987),Comedy|Romance
2995,3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
2996,3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
2997,3083,All About My Mother (Todo sobre mi madre) (1999),Drama
3001,3087,Scrooged (1988),Comedy|Fantasy|Romance
3012,3098,"Natural, The (1984)",Drama
3014,3100,"River Runs Through It, A (1992)",Drama
3015,3101,Fatal Attraction (1987),Drama|Thriller
3018,3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
3019,3105,Awakenings (1990),Drama|Mystery
3021,3107,Backdraft (1991),Action|Drama
3022,3108,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance
3027,3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
3028,3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3061,3147,"Green Mile, The (1999)",Crime|Drama
3062,3148,"Cider House Rules, The (1999)",Drama
3071,3157,Stuart Little (1999),Children|Comedy|Fantasy
3074,3160,Magnolia (1999),Drama
3082,3168,Easy Rider (1969),Adventure|Drama
3088,3174,Man on the Moon (1999),Comedy|Drama
3089,3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3090,3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3092,3178,"Hurricane, The (1999)",Drama
3100,3186,"Girl, Interrupted (1999)",Drama
3112,3198,Papillon (1973),Crime|Drama
3124,3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3160,3246,Malcolm X (1992),Drama
3161,3247,Sister Act (1992),Comedy|Crime
3166,3252,Scent of a Woman (1992),Drama
3167,3253,Wayne's World (1992),Comedy
3168,3254,Wayne's World 2 (1993),Comedy
3169,3255,"League of Their Own, A (1992)",Comedy|Drama
3170,3256,Patriot Games (1992),Action|Crime|Drama|Thriller
3171,3257,"Bodyguard, The (1992)",Drama|Romance|Thriller
3177,3263,White Men Can't Jump (1992),Comedy|Drama
3178,3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3181,3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western
3187,3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3189,3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3199,3285,"Beach, The (2000)",Adventure|Drama
3212,3298,Boiler Room (2000),Crime|Drama|Thriller
3214,3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
3215,3301,"Whole Nine Yards, The (2000)",Comedy|Crime
3231,3317,Wonder Boys (2000),Comedy|Drama
3242,3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3268,3354,Mission to Mars (2000),Sci-Fi
3274,3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3275,3361,Bull Durham (1988),Comedy|Drama|Romance
3276,3362,Dog Day Afternoon (1975),Crime|Drama
3277,3363,American Graffiti (1973),Comedy|Drama
3299,3386,JFK (1991),Drama|Mystery|Thriller
3309,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
3321,3408,Erin Brockovich (2000),Drama
3322,3409,Final Destination (2000),Drama|Thriller
3330,3418,Thelma & Louise (1991),Adventure|Crime|Drama
3333,3421,Animal House (1978),Comedy
3336,3424,Do the Right Thing (1989),Drama
3347,3435,Double Indemnity (1944),Crime|Drama|Film-Noir
3350,3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3360,3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3362,3450,Grumpy Old Men (1993),Comedy
3364,3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3374,3462,Modern Times (1936),Comedy|Drama|Romance
3383,3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3388,3476,Jacob's Ladder (1990),Horror|Mystery
3393,3481,High Fidelity (2000),Comedy|Drama|Romance
3400,3489,Hook (1991),Adventure|Comedy|Fantasy
3410,3499,Misery (1990),Drama|Horror|Thriller
3415,3504,Network (1976),Comedy|Drama
3421,3510,Frequency (2000),Drama|Thriller
3437,3526,Parenthood (1989),Comedy|Drama
3438,3527,Predator (1987),Action|Sci-Fi|Thriller
3444,3534,28 Days (2000),Drama
3445,3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
3462,3552,Caddyshack (1980),Comedy
3465,3555,U-571 (2000),Action|Thriller|War
3466,3556,"Virgin Suicides, The (1999)",Drama|Romance
3488,3578,Gladiator (2000),Action|Adventure|Drama
3518,3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3527,3617,Road Trip (2000),Comedy
3533,3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3534,3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3545,3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
3548,3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
3581,3671,Blazing Saddles (1974),Comedy|Western
3591,3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
3593,3683,Blood Simple (1984),Crime|Drama|Film-Noir
3607,3697,Predator 2 (1990),Action|Sci-Fi|Thriller
3608,3698,"Running Man, The (1987)",Action|Sci-Fi
3612,3702,Mad Max (1979),Action|Adventure|Sci-Fi
3613,3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
3614,3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3627,3717,Gone in 60 Seconds (2000),Action|Crime
3650,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
3654,3744,Shaft (2000),Action|Crime|Thriller
3655,3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi
3661,3751,Chicken Run (2000),Animation|Children|Comedy
3662,3752,"Me, Myself & Irene (2000)",Adventure|Comedy
3663,3753,"Patriot, The (2000)",Action|Drama|War
3665,3755,"Perfect Storm, The (2000)",Drama|Thriller
3695,3785,Scary Movie (2000),Comedy|Horror
3703,3793,X-Men (2000),Action|Adventure|Sci-Fi
3708,3798,What Lies Beneath (2000),Drama|Horror|Mystery
3719,3809,What About Bob? (1991),Comedy
3734,3825,Coyote Ugly (2000),Comedy|Drama|Romance
3735,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3736,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3771,3863,"Cell, The (2000)",Drama|Horror|Thriller
3776,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3777,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3790,3882,Bring It On (2000),Comedy
3801,3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3805,3897,Almost Famous (2000),Drama
3819,3911,Best in Show (2000),Comedy
3824,3916,Remember the Titans (2000),Drama
3855,3948,Meet the Parents (2000),Comedy
3856,3949,Requiem for a Dream (2000),Drama
3874,3967,Billy Elliot (2000),Drama
3875,3968,Bedazzled (2000),Comedy
3876,3969,Pay It Forward (2000),Drama
3884,3977,Charlie's Angels (2000),Action|Comedy
3891,3984,Diamonds Are Forever (1971),Action|Adventure|Thriller
3893,3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller
3895,3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy
3901,3994,Unbreakable (2000),Drama|Sci-Fi
3903,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
3909,4002,"Planes, Trains & Automobiles (1987)",Comedy
3914,4007,Wall Street (1987),Drama
3918,4011,Snatch (2000),Comedy|Crime|Thriller
3921,4014,Chocolat (2000),Drama|Romance
3922,4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi
3923,4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
3925,4018,What Women Want (2000),Comedy|Romance
3926,4019,Finding Forrester (2000),Drama
3929,4022,Cast Away (2000),Drama
3930,4023,"Family Man, The (2000)",Comedy|Drama|Romance
3932,4025,Miss Congeniality (2000),Comedy|Crime
3934,4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
3941,4034,Traffic (2000),Crime|Drama|Thriller
3976,4069,"Wedding Planner, The (2001)",Comedy|Romance
3991,4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller
3992,4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4012,4105,"Evil Dead, The (1981)",Fantasy|Horror|Thriller
4035,4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller
4055,4148,Hannibal (2001),Horror|Thriller
4068,4161,"Mexican, The (2001)",Action|Comedy
4130,4223,Enemy at the Gates (2001),Drama|War
4133,4226,Memento (2000),Mystery|Thriller
4139,4232,Spy Kids (2001),Action|Adventure|Children|Comedy
4142,4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
4146,4239,Blow (2001),Crime|Drama
4153,4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4169,4262,Scarface (1983),Action|Crime|Drama
4176,4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller
4205,4299,"Knight's Tale, A (2001)",Action|Comedy|Romance
4212,4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
4214,4308,Moulin Rouge (2001),Drama|Musical|Romance
4216,4310,Pearl Harbor (2001),Action|Drama|Romance|War
4227,4321,City Slickers (1991),Comedy|Western
4249,4343,Evolution (2001),Comedy|Sci-Fi
4250,4344,Swordfish (2001),Action|Crime|Drama
4267,4361,Tootsie (1982),Comedy|Romance
